,test_win_rate,test_score,test_ties,train_win_rate,train_score,train_ties,episode,total_score,total_played
50,0.48,-0.04,0.0,0.49,-0.02,0.0,5000,-146.0,5000
51,0.64,0.28,0.0,0.44,-0.12,0.0,5100,-156.0,5100
52,0.48,-0.04,0.0,0.4,-0.2,0.0,5200,-176.0,5200
53,0.52,0.04,0.0,0.49,-0.02,0.0,5300,-180.0,5300
54,0.44,-0.12,0.0,0.51,0.02,0.0,5400,-176.0,5400
55,0.56,0.12,0.0,0.53,0.06,0.0,5500,-170.0,5500
56,0.52,0.04,0.0,0.42,-0.16,0.0,5600,-188.0,5600
57,0.76,0.52,0.0,0.57,0.14,0.0,5700,-174.0,5700
58,0.48,-0.04,0.0,0.57,0.14,0.0,5800,-160.0,5800
59,0.52,0.04,0.0,0.49,-0.02,0.0,5900,-160.0,5900
60,0.36,-0.28,0.0,0.53,0.06,0.0,6000,-156.0,6000
61,0.68,0.36,0.0,0.52,0.04,0.0,6100,-152.0,6100
62,0.32,-0.36,0.0,0.6,0.2,0.0,6200,-132.0,6200
63,0.44,-0.12,0.0,0.4,-0.2,0.0,6300,-150.0,6300
64,0.48,-0.04,0.0,0.53,0.06,0.0,6400,-144.0,6400
65,0.56,0.12,0.0,0.55,0.1,0.0,6500,-136.0,6500
66,0.68,0.36,0.0,0.52,0.04,0.0,6600,-130.0,6600
67,0.36,-0.28,0.0,0.51,0.02,0.0,6700,-130.0,6700
68,0.44,-0.12,0.0,0.51,0.02,0.0,6800,-126.0,6800
69,0.44,-0.12,0.0,0.52,0.04,0.0,6900,-124.0,6900
70,0.52,0.04,0.0,0.5,0.0,0.0,7000,-124.0,7000
71,0.44,-0.12,0.0,0.4,-0.2,0.0,7100,-144.0,7100
72,0.6,0.2,0.0,0.5,0.0,0.0,7200,-142.0,7200
73,0.52,0.04,0.0,0.56,0.12,0.0,7300,-132.0,7300
74,0.4,-0.2,0.0,0.5,0.0,0.0,7400,-132.0,7400
75,0.52,0.04,0.0,0.49,-0.02,0.0,7500,-134.0,7500
76,0.64,0.28,0.0,0.49,-0.02,0.0,7600,-134.0,7600
77,0.56,0.12,0.0,0.5,0.0,0.0,7700,-134.0,7700
78,0.44,-0.12,0.0,0.58,0.16,0.0,7800,-120.0,7800
79,0.56,0.12,0.0,0.47,-0.06,0.0,7900,-126.0,7900
80,0.48,-0.04,0.0,0.5,0.0,0.0,8000,-124.0,8000
81,0.56,0.12,0.0,0.37,-0.26,0.0,8100,-150.0,8100
82,0.48,-0.04,0.0,0.39,-0.22,0.0,8200,-172.0,8200
83,0.56,0.12,0.0,0.46,-0.08,0.0,8300,-182.0,8300
84,0.44,-0.12,0.0,0.48,-0.04,0.0,8400,-186.0,8400
85,0.44,-0.12,0.0,0.5,0.0,0.0,8500,-184.0,8500
86,0.36,-0.28,0.0,0.44,-0.12,0.0,8600,-196.0,8600
87,0.6,0.2,0.0,0.49,-0.02,0.0,8700,-200.0,8700
88,0.72,0.44,0.0,0.5,0.0,0.0,8800,-200.0,8800
89,0.56,0.12,0.0,0.48,-0.04,0.0,8900,-204.0,8900
90,0.56,0.12,0.0,0.46,-0.08,0.0,9000,-212.0,9000
91,0.6,0.2,0.0,0.5,0.0,0.0,9100,-210.0,9100
92,0.44,-0.12,0.0,0.49,-0.02,0.0,9200,-212.0,9200
93,0.56,0.12,0.0,0.45,-0.1,0.0,9300,-224.0,9300
94,0.52,0.04,0.0,0.47,-0.06,0.0,9400,-228.0,9400
95,0.44,-0.12,0.0,0.55,0.1,0.0,9500,-220.0,9500
