,test_win_rate,test_score,test_ties,train_win_rate,train_score,train_ties,episode,total_score,total_played
37,0.6,0.2,0.0,0.47,-0.06,0.0,3700,-8.0,3700
38,0.56,0.12,0.0,0.52,0.04,0.0,3800,-4.0,3800
39,0.52,0.04,0.0,0.6,0.2,0.0,3900,14.0,3900
40,0.36,-0.28,0.0,0.52,0.04,0.0,4000,18.0,4000
41,0.68,0.36,0.0,0.57,0.14,0.0,4100,32.0,4100
42,0.48,-0.04,0.0,0.46,-0.08,0.0,4200,26.0,4200
43,0.68,0.36,0.0,0.55,0.1,0.0,4300,34.0,4300
44,0.6,0.2,0.0,0.43,-0.14,0.0,4400,22.0,4400
45,0.4,-0.2,0.0,0.52,0.04,0.0,4500,24.0,4500
46,0.52,0.04,0.0,0.41,-0.18,0.0,4600,6.0,4600
47,0.56,0.12,0.0,0.48,-0.04,0.0,4700,2.0,4700
48,0.64,0.28,0.0,0.41,-0.18,0.0,4800,-14.0,4800
49,0.36,-0.28,0.0,0.49,-0.02,0.0,4900,-18.0,4900
50,0.44,-0.12,0.0,0.47,-0.06,0.0,5000,-22.0,5000
51,0.6,0.2,0.0,0.49,-0.02,0.0,5100,-26.0,5100
52,0.52,0.04,0.0,0.46,-0.08,0.0,5200,-32.0,5200
53,0.6,0.2,0.0,0.56,0.12,0.0,5300,-22.0,5300
54,0.44,-0.12,0.0,0.49,-0.02,0.0,5400,-22.0,5400
55,0.44,-0.12,0.0,0.48,-0.04,0.0,5500,-26.0,5500
56,0.4,-0.2,0.0,0.53,0.06,0.0,5600,-22.0,5600
57,0.6,0.2,0.0,0.53,0.06,0.0,5700,-14.0,5700
58,0.48,-0.04,0.0,0.5,0.0,0.0,5800,-16.0,5800
59,0.52,0.04,0.0,0.46,-0.08,0.0,5900,-24.0,5900
60,0.4,-0.2,0.0,0.42,-0.16,0.0,6000,-40.0,6000
61,0.28,-0.44,0.0,0.52,0.04,0.0,6100,-36.0,6100
62,0.48,-0.04,0.0,0.43,-0.14,0.0,6200,-50.0,6200
63,0.52,0.04,0.0,0.58,0.16,0.0,6300,-34.0,6300
64,0.6,0.2,0.0,0.44,-0.12,0.0,6400,-44.0,6400
65,0.48,-0.04,0.0,0.49,-0.02,0.0,6500,-48.0,6500
66,0.6,0.2,0.0,0.41,-0.18,0.0,6600,-64.0,6600
67,0.72,0.44,0.0,0.48,-0.04,0.0,6700,-68.0,6700
68,0.36,-0.28,0.0,0.61,0.22,0.0,6800,-48.0,6800
69,0.4,-0.2,0.0,0.57,0.14,0.0,6900,-32.0,6900
70,0.52,0.04,0.0,0.49,-0.02,0.0,7000,-34.0,7000
71,0.52,0.04,0.0,0.46,-0.08,0.0,7100,-42.0,7100
72,0.44,-0.12,0.0,0.56,0.12,0.0,7200,-32.0,7200
73,0.56,0.12,0.0,0.55,0.1,0.0,7300,-20.0,7300
74,0.32,-0.36,0.0,0.47,-0.06,0.0,7400,-26.0,7400
75,0.56,0.12,0.0,0.51,0.02,0.0,7500,-24.0,7500
76,0.68,0.36,0.0,0.54,0.08,0.0,7600,-18.0,7600
77,0.36,-0.28,0.0,0.46,-0.08,0.0,7700,-24.0,7700
78,0.52,0.04,0.0,0.46,-0.08,0.0,7800,-32.0,7800
79,0.72,0.44,0.0,0.55,0.1,0.0,7900,-24.0,7900
80,0.44,-0.12,0.0,0.55,0.1,0.0,8000,-14.0,8000
81,0.72,0.44,0.0,0.53,0.06,0.0,8100,-6.0,8100
82,0.4,-0.2,0.0,0.56,0.12,0.0,8200,4.0,8200
83,0.6,0.2,0.0,0.55,0.1,0.0,8300,14.0,8300
84,0.56,0.12,0.0,0.49,-0.02,0.0,8400,12.0,8400
85,0.32,-0.36,0.0,0.53,0.06,0.0,8500,18.0,8500
86,0.52,0.04,0.0,0.46,-0.08,0.0,8600,10.0,8600
87,0.56,0.12,0.0,0.45,-0.1,0.0,8700,0.0,8700
88,0.52,0.04,0.0,0.52,0.04,0.0,8800,4.0,8800
89,0.52,0.04,0.0,0.52,0.04,0.0,8900,10.0,8900
