,test_win_rate,test_score,test_ties,train_win_rate,train_score,train_ties,episode,total_score,total_played
29,0.4,-0.2,0.0,0.55,0.1,0.0,2900,-94.0,2900
30,0.48,-0.04,0.0,0.56,0.12,0.0,3000,-82.0,3000
31,0.6,0.2,0.0,0.54,0.08,0.0,3100,-74.0,3100
32,0.44,-0.12,0.0,0.48,-0.04,0.0,3200,-76.0,3200
33,0.48,-0.04,0.0,0.43,-0.14,0.0,3300,-90.0,3300
34,0.44,-0.12,0.0,0.35,-0.3,0.0,3400,-120.0,3400
35,0.4,-0.2,0.0,0.44,-0.12,0.0,3500,-134.0,3500
36,0.44,-0.12,0.0,0.5,0.0,0.0,3600,-132.0,3600
37,0.32,-0.36,0.0,0.5,0.0,0.0,3700,-134.0,3700
38,0.4,-0.2,0.0,0.6,0.2,0.0,3800,-114.0,3800
39,0.32,-0.36,0.0,0.57,0.14,0.0,3900,-98.0,3900
40,0.32,-0.36,0.0,0.45,-0.1,0.0,4000,-110.0,4000
41,0.48,-0.04,0.0,0.54,0.08,0.0,4100,-102.0,4100
42,0.32,-0.36,0.0,0.6,0.2,0.0,4200,-82.0,4200
43,0.4,-0.2,0.0,0.51,0.02,0.0,4300,-80.0,4300
44,0.52,0.04,0.0,0.45,-0.1,0.0,4400,-88.0,4400
45,0.4,-0.2,0.0,0.56,0.12,0.0,4500,-78.0,4500
46,0.56,0.12,0.0,0.5,0.0,0.0,4600,-78.0,4600
47,0.28,-0.44,0.0,0.44,-0.12,0.0,4700,-90.0,4700
48,0.44,-0.12,0.0,0.53,0.06,0.0,4800,-82.0,4800
49,0.48,-0.04,0.0,0.44,-0.12,0.0,4900,-94.0,4900
50,0.6,0.2,0.0,0.51,0.02,0.0,5000,-94.0,5000
51,0.44,-0.12,0.0,0.51,0.02,0.0,5100,-90.0,5100
52,0.6,0.2,0.0,0.52,0.04,0.0,5200,-88.0,5200
53,0.4,-0.2,0.0,0.55,0.1,0.0,5300,-76.0,5300
54,0.52,0.04,0.0,0.46,-0.08,0.0,5400,-86.0,5400
55,0.48,-0.04,0.0,0.52,0.04,0.0,5500,-82.0,5500
56,0.56,0.12,0.0,0.46,-0.08,0.0,5600,-90.0,5600
57,0.36,-0.28,0.0,0.57,0.14,0.0,5700,-76.0,5700
58,0.4,-0.2,0.0,0.52,0.04,0.0,5800,-70.0,5800
59,0.6,0.2,0.0,0.5,0.0,0.0,5900,-70.0,5900
60,0.56,0.12,0.0,0.54,0.08,0.0,6000,-62.0,6000
61,0.6,0.2,0.0,0.49,-0.02,0.0,6100,-64.0,6100
62,0.48,-0.04,0.0,0.52,0.04,0.0,6200,-62.0,6200
63,0.4,-0.2,0.0,0.44,-0.12,0.0,6300,-74.0,6300
64,0.52,0.04,0.0,0.51,0.02,0.0,6400,-70.0,6400
65,0.52,0.04,0.0,0.49,-0.02,0.0,6500,-72.0,6500
66,0.4,-0.2,0.0,0.47,-0.06,0.0,6600,-80.0,6600
67,0.48,-0.04,0.0,0.42,-0.16,0.0,6700,-94.0,6700
68,0.48,-0.04,0.0,0.49,-0.02,0.0,6800,-96.0,6800
69,0.64,0.28,0.0,0.46,-0.08,0.0,6900,-106.0,6900
70,0.36,-0.28,0.0,0.42,-0.16,0.0,7000,-122.0,7000
71,0.56,0.12,0.0,0.51,0.02,0.0,7100,-118.0,7100
72,0.4,-0.2,0.0,0.44,-0.12,0.0,7200,-132.0,7200
73,0.44,-0.12,0.0,0.44,-0.12,0.0,7300,-142.0,7300
74,0.4,-0.2,0.0,0.54,0.08,0.0,7400,-136.0,7400
75,0.48,-0.04,0.0,0.51,0.02,0.0,7500,-132.0,7500
76,0.52,0.04,0.0,0.47,-0.06,0.0,7600,-138.0,7600
77,0.36,-0.28,0.0,0.55,0.1,0.0,7700,-130.0,7700
78,0.52,0.04,0.0,0.52,0.04,0.0,7800,-126.0,7800
79,0.6,0.2,0.0,0.56,0.12,0.0,7900,-112.0,7900
80,0.6,0.2,0.0,0.53,0.06,0.0,8000,-106.0,8000
