,test_win_rate,test_score,test_ties,train_win_rate,train_score,train_ties,episode,total_score,total_played,train_loss_policy,train_loss_value
0,0.4,-0.2,0.0,0.0,-0.01,0.0,0,0.0,0,1.3933037161617212,0.053727989975324277
1,0.72,0.44,0.0,0.5,0.0,0.0,100,0.0,100,0.12905811318052246,0.03164696370558361
2,0.56,0.12,0.0,0.51,0.02,0.0,200,0.0,200,0.3463291010730367,0.03995493840729752
3,0.44,-0.12,0.0,0.53,0.06,0.0,300,6.0,300,0.9157840669990519,0.047828528522958824
4,0.56,0.12,0.0,0.53,0.06,0.0,400,12.0,400,1.399814305802358,0.045547156950459106
5,0.32,-0.36,0.0,0.5,0.0,0.0,500,14.0,500,1.8105769602692947,0.04659557069672559
6,0.48,-0.04,0.0,0.44,-0.12,0.0,600,0.0,600,2.008744676972745,0.048458019297702486
7,0.6,0.2,0.0,0.44,-0.12,0.0,700,-10.0,700,2.2402428727821,0.05608403715672661
8,0.6,0.2,0.0,0.55,0.1,0.0,800,0.0,800,2.3456903866987457,0.051680127459889286
9,0.4,-0.2,0.0,0.44,-0.12,0.0,900,-14.0,900,2.282973583313782,0.05789439448607841
